query_id,query_type,method,selected_method,mrr,recall@1,recall@3,recall@5,first_rank
q00854,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00855,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00856,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q00857,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00858,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00859,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00861,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00862,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00863,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00864,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00866,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00868,4,query_type_router,type_aware,0.1,0.0,0.0,0.0,10
q00869,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00870,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00872,4,query_type_router,type_aware,0.05555555555555555,0.0,0.0,0.0,18
q00873,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00876,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00877,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00879,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q00880,4,query_type_router,type_aware,0.01282051282051282,0.0,0.0,0.0,78
q00881,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00882,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00883,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00884,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00885,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00886,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00887,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00888,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00889,4,query_type_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q00890,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00891,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00892,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00893,4,query_type_router,type_aware,0.007352941176470588,0.0,0.0,0.0,136
q00894,4,query_type_router,type_aware,0.014084507042253521,0.0,0.0,0.0,71
q00895,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00896,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00897,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00898,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00899,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00900,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00901,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00902,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00903,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00905,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00906,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00907,4,query_type_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q00908,4,query_type_router,type_aware,0.018867924528301886,0.0,0.0,0.0,53
q00909,4,query_type_router,type_aware,0.018867924528301886,0.0,0.0,0.0,53
q00910,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00911,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00912,4,query_type_router,type_aware,0.006289308176100629,0.0,0.0,0.0,159
q00913,4,query_type_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q00914,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00915,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00916,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00917,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00918,4,query_type_router,type_aware,0.018867924528301886,0.0,0.0,0.0,53
q00919,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q00920,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00921,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00922,4,query_type_router,type_aware,0.1,0.0,0.0,0.0,10
q00923,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00924,4,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q00925,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00927,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00928,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00930,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00931,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q00932,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q00933,4,query_type_router,type_aware,0.0078125,0.0,0.0,0.0,128
q00934,4,query_type_router,type_aware,0.043478260869565216,0.0,0.0,0.0,23
q00935,4,query_type_router,type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00936,5,query_type_router,keyword,0.05555555555555555,0.0,0.0,0.0,18
q00937,5,query_type_router,keyword,0.021739130434782608,0.0,0.0,0.0,46
q00938,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00939,5,query_type_router,keyword,0.004608294930875576,0.0,0.0,0.0,217
q00940,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00941,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00942,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00944,5,query_type_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
q00945,5,query_type_router,keyword,0.02631578947368421,0.0,0.0,0.0,38
q00946,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00947,5,query_type_router,keyword,0.023809523809523808,0.0,0.0,0.0,42
q00948,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00949,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00950,5,query_type_router,keyword,0.2,0.0,0.0,1.0,5
q00951,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00952,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00953,5,query_type_router,keyword,0.14285714285714285,0.0,0.0,0.0,7
q00954,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00955,5,query_type_router,keyword,0.009009009009009009,0.0,0.0,0.0,111
q00956,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00957,5,query_type_router,keyword,0.1,0.0,0.0,0.0,10
q00958,5,query_type_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
q00959,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00960,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00961,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00962,5,query_type_router,keyword,0.16666666666666666,0.0,0.0,0.0,6
q00963,5,query_type_router,keyword,0.08333333333333333,0.0,0.0,0.0,12
q00964,5,query_type_router,keyword,0.001451378809869376,0.0,0.0,0.0,689
q00966,5,query_type_router,keyword,0.023255813953488372,0.0,0.0,0.0,43
q00967,5,query_type_router,keyword,0.25,0.0,0.0,1.0,4
q00968,5,query_type_router,keyword,0.0005243838489774515,0.0,0.0,0.0,1907
q00969,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00970,5,query_type_router,keyword,0.006172839506172839,0.0,0.0,0.0,162
q00971,5,query_type_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
q00972,5,query_type_router,keyword,0.024390243902439025,0.0,0.0,0.0,41
q00973,5,query_type_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
q00974,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00975,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00976,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00977,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00978,5,query_type_router,keyword,0.2,0.0,0.0,1.0,5
q00979,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00980,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00982,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00983,5,query_type_router,keyword,0.5,0.0,1.0,1.0,2
q00984,5,query_type_router,keyword,0.006578947368421052,0.0,0.0,0.0,152
q00985,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00986,5,query_type_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
q00987,5,query_type_router,keyword,0.25,0.0,0.0,1.0,4
q00988,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00989,5,query_type_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
q00990,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00991,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00992,5,query_type_router,keyword,0.1,0.0,0.0,0.0,10
q00993,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00995,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00996,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00997,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q00998,5,query_type_router,keyword,0.011764705882352941,0.0,0.0,0.0,85
q00999,5,query_type_router,keyword,0.0019120458891013384,0.0,0.0,0.0,523
q01000,2,query_type_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q01001,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01002,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01003,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01004,2,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01005,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01006,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01007,2,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01008,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01009,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01010,2,query_type_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q01011,2,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01012,1,query_type_router,vector,0.05,0.0,0.0,0.0,20
q01013,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01014,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01015,1,query_type_router,vector,0.034482758620689655,0.0,0.0,0.0,29
q01016,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01017,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01018,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01019,3,query_type_router,type_aware,0.01639344262295082,0.0,0.0,0.0,61
q01020,3,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01021,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01022,2,query_type_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7
q01023,1,query_type_router,vector,0.034482758620689655,0.0,0.0,0.0,29
q01024,1,query_type_router,vector,0.014285714285714285,0.0,0.0,0.0,70
q01025,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01026,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01027,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01028,1,query_type_router,vector,0.022222222222222223,0.0,0.0,0.0,45
q01029,1,query_type_router,vector,0.05,0.0,0.0,0.0,20
q01030,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01031,1,query_type_router,vector,0.025,0.0,0.0,0.0,40
q01032,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01033,3,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q01034,2,query_type_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
q01035,1,query_type_router,vector,0.07142857142857142,0.0,0.0,0.0,14
q01036,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01037,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01038,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01039,1,query_type_router,vector,0.043478260869565216,0.0,0.0,0.0,23
q01040,1,query_type_router,vector,0.043478260869565216,0.0,0.0,0.0,23
q01041,1,query_type_router,vector,0.0625,0.0,0.0,0.0,16
q01042,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01043,3,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q01044,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01045,2,query_type_router,type_aware,0.04,0.0,0.0,0.0,25
q01046,2,query_type_router,type_aware,0.045454545454545456,0.0,0.0,0.0,22
q01047,2,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01049,1,query_type_router,vector,0.1111111111111111,0.0,0.0,0.0,9
q01050,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q01051,1,query_type_router,vector,0.16666666666666666,0.0,0.0,0.0,6
q01052,3,query_type_router,type_aware,0.018518518518518517,0.0,0.0,0.0,54
q01053,3,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01054,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q01055,2,query_type_router,type_aware,0.02564102564102564,0.0,0.0,0.0,39
q01056,1,query_type_router,vector,0.041666666666666664,0.0,0.0,0.0,24
q01057,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01058,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01059,2,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q01060,1,query_type_router,vector,0.05555555555555555,0.0,0.0,0.0,18
q01061,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01062,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01063,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01064,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q01065,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01066,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01067,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01068,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01069,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01070,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01071,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01072,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01073,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01074,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01075,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01076,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01077,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01078,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01079,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01080,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01081,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01082,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01083,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01084,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q01085,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01086,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01087,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01089,4,query_type_router,type_aware,0.019230769230769232,0.0,0.0,0.0,52
q01090,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01091,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01093,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01094,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01095,4,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q01099,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01100,4,query_type_router,type_aware,0.05263157894736842,0.0,0.0,0.0,19
q01101,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01102,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01103,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01104,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01105,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01106,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01107,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01108,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01110,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01111,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01112,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01113,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01114,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01115,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01116,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01117,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01118,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01119,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01120,4,query_type_router,type_aware,0.03225806451612903,0.0,0.0,0.0,31
q01121,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01122,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01123,5,query_type_router,keyword,0.013333333333333334,0.0,0.0,0.0,75
q01124,5,query_type_router,keyword,0.008928571428571428,0.0,0.0,0.0,112
q01125,5,query_type_router,keyword,0.08333333333333333,0.0,0.0,0.0,12
q01126,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01127,5,query_type_router,keyword,0.1,0.0,0.0,0.0,10
q01128,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01129,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01130,5,query_type_router,keyword,0.16666666666666666,0.0,0.0,0.0,6
q01131,5,query_type_router,keyword,0.16666666666666666,0.0,0.0,0.0,6
q01132,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01133,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01134,5,query_type_router,keyword,0.06666666666666667,0.0,0.0,0.0,15
q01135,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01136,5,query_type_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
q01137,5,query_type_router,keyword,0.025,0.0,0.0,0.0,40
q01138,5,query_type_router,keyword,0.0014124293785310734,0.0,0.0,0.0,708
q01139,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01140,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01142,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01143,5,query_type_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
q01144,5,query_type_router,keyword,0.043478260869565216,0.0,0.0,0.0,23
q01146,5,query_type_router,keyword,0.0015082956259426848,0.0,0.0,0.0,663
q01147,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01148,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01149,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01150,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01151,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01152,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01154,5,query_type_router,keyword,0.058823529411764705,0.0,0.0,0.0,17
q01155,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01156,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01157,5,query_type_router,keyword,1.0,1.0,1.0,1.0,1
q01158,3,query_type_router,type_aware,0.004,0.0,0.0,0.0,250
q01159,2,query_type_router,type_aware,0.01694915254237288,0.0,0.0,0.0,59
q01160,1,query_type_router,vector,0.25,0.0,0.0,1.0,4
q01161,1,query_type_router,vector,0.058823529411764705,0.0,0.0,0.0,17
q01162,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01163,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01164,3,query_type_router,type_aware,0.1,0.0,0.0,0.0,10
q01165,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01166,1,query_type_router,vector,0.25,0.0,0.0,1.0,4
q01167,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01168,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01169,2,query_type_router,type_aware,0.002652519893899204,0.0,0.0,0.0,377
q01170,3,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q01171,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01172,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01173,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01175,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01176,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01177,3,query_type_router,type_aware,0.030303030303030304,0.0,0.0,0.0,33
q01178,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01179,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01180,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q01181,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01182,1,query_type_router,vector,0.25,0.0,0.0,1.0,4
q01183,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01184,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01185,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01186,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01187,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01188,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01189,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01190,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01191,3,query_type_router,type_aware,0.125,0.0,0.0,0.0,8
q01192,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01193,3,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01194,3,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01195,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01196,1,query_type_router,vector,0.25,0.0,0.0,1.0,4
q01197,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01198,1,query_type_router,vector,0.5,0.0,1.0,1.0,2
q01199,2,query_type_router,type_aware,0.006756756756756757,0.0,0.0,0.0,148
q01200,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01201,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01202,3,query_type_router,type_aware,0.002898550724637681,0.0,0.0,0.0,345
q01203,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01204,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01205,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01206,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01207,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01208,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01209,1,query_type_router,vector,0.1,0.0,0.0,0.0,10
q01210,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01211,2,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01212,1,query_type_router,vector,0.16666666666666666,0.0,0.0,0.0,6
q01213,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01214,1,query_type_router,vector,0.3333333333333333,0.0,1.0,1.0,3
q01215,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01216,2,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01217,2,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01218,1,query_type_router,vector,1.0,1.0,1.0,1.0,1
q01219,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01220,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01221,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01222,2,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01225,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01226,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01228,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01229,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01230,4,query_type_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01231,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01232,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01233,4,query_type_router,type_aware,0.05,0.0,0.0,0.0,20
q01234,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01235,4,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q01236,4,query_type_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13
q01237,4,query_type_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12
q01238,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01239,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01240,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01241,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01242,4,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q01243,4,query_type_router,type_aware,0.25,0.0,0.0,1.0,4
q01244,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01245,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01246,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01247,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01248,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q01250,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01251,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01252,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01253,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01254,4,query_type_router,type_aware,0.0625,0.0,0.0,0.0,16
q01255,4,query_type_router,type_aware,0.005376344086021506,0.0,0.0,0.0,186
q01256,4,query_type_router,type_aware,0.2,0.0,0.0,1.0,5
q01257,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01259,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01260,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01261,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01262,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01263,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01264,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01266,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01267,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01268,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01269,4,query_type_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
q01270,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
q01271,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01272,4,query_type_router,type_aware,0.5,0.0,1.0,1.0,2
q01273,4,query_type_router,type_aware,1.0,1.0,1.0,1.0,1
